year,month,day,hour,day-ahead-forecast,actual-demand,error,abs-error,error-percentage
2023,10,5,8,7902.0,7770.42,131.57999999999993,131.57999999999993,1.6933447612870338
2023,10,5,11,9457.0,9575.79,-118.79000000000087,118.79000000000087,1.2405242805032364
2023,10,5,14,10365.0,10015.57,349.4300000000003,349.4300000000003,3.488867832784358
2023,10,5,17,9929.0,10004.33,-75.32999999999993,75.32999999999993,0.7529739622743346
2023,10,5,20,9410.0,9366.04,43.95999999999913,43.95999999999913,0.469355245119593
2023,10,5,23,8336.0,8478.35,-142.35000000000036,142.35000000000036,1.6789823491599232
2023,10,6,2,7017.0,7515.94,-498.9399999999996,498.9399999999996,6.638424468529546
2023,10,6,5,6823.0,7115.76,-292.7600000000002,292.7600000000002,4.114247810493893
2023,10,6,8,7318.0,7231.64,86.35999999999967,86.35999999999967,1.1941966137694862
2023,10,6,11,8569.0,8782.12,-213.1200000000008,213.1200000000008,2.426748894344427
2023,10,6,14,9196.0,9418.91,-222.90999999999985,222.90999999999985,2.3666220401299074
2023,10,6,17,9287.0,9503.1,-216.10000000000036,216.10000000000036,2.2739948016962925
2023,10,6,20,9439.0,9626.29,-187.29000000000087,187.29000000000087,1.9456093676795614
2023,10,6,23,8605.0,8643.37,-38.3700000000008,38.3700000000008,0.443924071282391
2023,10,0,2,7075.0,7440.81,-365.8100000000004,365.8100000000004,4.91626583664951
2023,10,0,5,6790.0,7274.73,-484.72999999999956,484.72999999999956,6.663202620578352
2023,10,0,8,8420.0,8602.32,-182.3199999999997,182.3199999999997,2.1194282472635257
2023,10,0,11,9955.0,10392.86,-437.8600000000006,437.8600000000006,4.213084752416568
2023,10,0,14,10645.0,10353.32,291.6800000000003,291.6800000000003,2.8172605502389603
2023,10,0,17,9860.0,9928.77,-68.77000000000044,68.77000000000044,0.692633629341806
2023,10,0,20,9550.0,9446.02,103.97999999999956,103.97999999999956,1.1007810696991913
2023,10,0,23,8335.0,8237.47,97.53000000000065,97.53000000000065,1.1839800327042243
2023,10,1,2,7299.0,7184.07,114.93000000000029,114.93000000000029,1.5997895343447417
2023,10,1,5,7136.0,7034.79,101.21000000000004,101.21000000000004,1.4387067702092038
2023,10,1,8,8689.0,8770.21,-81.20999999999913,81.20999999999913,0.925975546765689
2023,10,1,11,10276.0,10112.72,163.28000000000065,163.28000000000065,1.6146002262497197
2023,10,1,17,10330.0,10069.4,260.60000000000036,260.60000000000036,2.588039009275631
2023,10,1,20,9860.0,9444.3,415.7000000000007,415.7000000000007,4.401596730302942
2023,10,1,23,8667.0,8226.85,440.14999999999964,440.14999999999964,5.350164400712297
2023,10,2,2,6983.0,7214.25,-231.25,231.25,3.2054614131753123
2023,10,2,5,6853.0,7168.81,-315.8100000000004,315.8100000000004,4.4053336606773
2023,10,2,8,8597.0,8712.63,-115.6299999999992,115.6299999999992,1.3271537985659807
2023,10,2,11,9986.0,10080.05,-94.04999999999927,94.04999999999927,0.9330310861553195
2023,10,2,14,10866.0,10784.04,81.95999999999913,81.95999999999913,0.7600120177595698
2023,10,2,17,10033.0,10151.24,-118.23999999999978,118.23999999999978,1.1647838096626597
2023,10,2,20,9638.0,9576.57,61.43000000000029,61.43000000000029,0.6414614000628648
2023,10,2,23,8448.0,8367.1,80.89999999999964,80.89999999999964,0.9668821933525312
2023,11,3,2,6911.0,7029.08,-118.07999999999993,118.07999999999993,1.6798784478196283
2023,11,3,5,6889.0,7178.3,-289.3000000000002,289.3000000000002,4.030202136996227
2023,11,3,11,9792.0,10384.96,-592.9599999999991,592.9599999999991,5.709795704557353
2023,11,3,14,10475.0,11213.88,-738.8799999999992,738.8799999999992,6.588977231787742
2023,11,3,17,9848.0,10170.77,-322.77000000000044,322.77000000000044,3.173506037399336
2023,11,3,20,9493.0,9615.45,-122.45000000000073,122.45000000000073,1.2734713403948927
2023,11,3,23,8287.0,8321.94,-34.94000000000051,34.94000000000051,0.4198540244221961
2023,11,4,2,7083.0,6955.96,127.03999999999996,127.03999999999996,1.8263474775588122
2023,11,4,5,6936.0,7097.87,-161.8699999999999,161.8699999999999,2.2805433179249537
2023,11,4,8,8333.0,8534.2,-201.20000000000073,201.20000000000073,2.357573058986205
2023,11,4,11,9988.0,10272.41,-284.40999999999985,284.40999999999985,2.7686784308648105
2023,11,4,14,10650.0,10779.87,-129.8700000000008,129.8700000000008,1.2047455117733405
2023,11,4,17,9957.0,10047.19,-90.19000000000051,90.19000000000051,0.8976639239429185
2023,11,4,20,9533.0,9387.49,145.51000000000022,145.51000000000022,1.5500415979138216
2023,11,4,23,8242.0,8269.21,-27.209999999999127,27.209999999999127,0.3290519892468462
2023,11,5,2,6804.0,6989.33,-185.32999999999993,185.32999999999993,2.651613244760226
2023,11,5,5,6706.0,6933.06,-227.0600000000004,227.0600000000004,3.2750329580300814
2023,11,5,8,7956.0,7786.32,169.6800000000003,169.6800000000003,2.1792066085133963
2023,11,5,11,9185.0,9229.89,-44.88999999999942,44.88999999999942,0.48635465861456006
2023,11,5,14,9575.0,9522.33,52.67000000000007,52.67000000000007,0.5531209273360624
2023,11,5,17,9465.0,9219.17,245.82999999999993,245.82999999999993,2.666509024131239
2023,11,5,20,8715.0,8373.88,341.1200000000008,341.1200000000008,4.07361939745973
2023,11,5,23,7769.0,7429.38,339.6199999999999,339.6199999999999,4.571310122782788
2023,11,6,2,6597.0,6491.74,105.26000000000022,105.26000000000022,1.6214450979244428
2023,11,6,5,6476.0,6573.76,-97.76000000000022,97.76000000000022,1.4871245679793637
2023,11,6,8,7301.0,6816.19,484.8100000000004,484.8100000000004,7.112624501371006
2023,11,6,11,8369.0,7998.02,370.97999999999956,370.97999999999956,4.638398003505862
2023,11,6,14,9153.0,8512.88,640.1200000000008,640.1200000000008,7.519429382300712
2023,11,6,17,9131.0,8476.93,654.0699999999997,654.0699999999997,7.715882990658171
2023,11,6,20,9272.0,8328.99,943.0100000000002,943.0100000000002,11.322021037364676
2023,11,6,23,8226.0,7343.58,882.4200000000001,882.4200000000001,12.016210077373707
2023,11,0,2,6879.0,6397.2,481.8000000000002,481.8000000000002,7.531419996248362
2023,11,0,5,6736.0,6466.56,269.4399999999996,269.4399999999996,4.16666666666666
2023,11,0,8,8199.0,7788.43,410.5699999999997,410.5699999999997,5.2715373958551295
2023,11,0,11,9862.0,9147.0,715.0,715.0,7.816770525855472
2023,11,0,14,10625.0,9897.84,727.1599999999999,727.1599999999999,7.346653411249321
2023,11,0,17,9967.0,9391.28,575.7199999999993,575.7199999999993,6.130367745397851
2023,11,0,20,9629.0,8827.81,801.1900000000005,801.1900000000005,9.075750384296905
2023,11,0,23,8329.0,7616.85,712.1499999999996,712.1499999999996,9.349665544155387
2023,11,1,2,6144.0,6536.54,-392.53999999999996,392.53999999999996,6.005317798101135
2023,11,1,5,6117.0,6580.86,-463.8599999999997,463.8599999999997,7.048622824372494
2023,11,1,8,7424.0,7903.19,-479.1899999999996,479.1899999999996,6.063247878388342
2023,11,1,11,8861.0,9186.08,-325.0799999999999,325.0799999999999,3.538832668559385
2023,11,1,14,9341.0,9821.24,-480.2399999999998,480.2399999999998,4.889810247993124
2023,11,1,17,9240.0,9261.66,-21.659999999999854,21.659999999999854,0.23386736287015347
2023,11,1,20,8679.0,8676.19,2.8099999999994907,2.8099999999994907,0.032387488056387546
2023,11,1,23,7389.0,7509.78,-120.77999999999975,120.77999999999975,1.608302773183765
2023,11,2,2,6343.0,6536.92,-193.92000000000007,193.92000000000007,2.966534698298282
2023,11,2,5,6227.0,6516.72,-289.72000000000025,289.72000000000025,4.445794817024519
2023,11,2,8,7729.0,7905.4,-176.39999999999964,176.39999999999964,2.2313861411187244
2023,11,2,11,9066.0,8965.17,100.82999999999993,100.82999999999993,1.1246858676411036
2023,11,2,14,9741.0,9668.28,72.71999999999935,72.71999999999935,0.7521503307723746
2023,11,2,17,9440.0,9316.95,123.04999999999927,123.04999999999927,1.3207111769409439
2023,11,2,23,7524.0,7569.93,-45.93000000000029,45.93000000000029,0.6067427307782276
2023,11,3,2,6185.0,6589.72,-404.72000000000025,404.72000000000025,6.141687355456685
2023,11,3,5,6130.0,6532.22,-402.22000000000025,402.22000000000025,6.157477855920349
2023,11,3,8,7500.0,7698.79,-198.78999999999996,198.78999999999996,2.582094069327777
2023,11,3,11,8774.0,8965.81,-191.8099999999995,191.8099999999995,2.139349372783937
2023,11,3,14,9451.0,9640.26,-189.26000000000022,189.26000000000022,1.9632250582453195
2023,11,3,17,9245.0,9181.82,63.18000000000029,63.18000000000029,0.6880988736437905
2023,11,3,20,8667.0,8643.06,23.94000000000051,23.94000000000051,0.2769852343961573
2023,11,3,23,7461.0,7478.09,-17.090000000000146,17.090000000000146,0.22853429151026725
2023,11,4,2,6298.0,6527.37,-229.3699999999999,229.3699999999999,3.5139727026352094
2023,11,4,5,6228.0,6511.43,-283.4300000000003,283.4300000000003,4.352807294250269
2023,11,4,8,7561.0,7662.33,-101.32999999999993,101.32999999999993,1.3224436953250505
2023,11,4,11,8806.0,9115.33,-309.3299999999999,309.3299999999999,3.393514003332846
2023,11,4,14,9701.0,9557.79,143.20999999999913,143.20999999999913,1.4983589302547882
2023,11,4,17,9308.0,9024.69,283.3099999999995,283.3099999999995,3.139276806183919
2023,11,4,20,8725.0,8430.9,294.10000000000036,294.10000000000036,3.488358301011759
2023,11,4,23,7569.0,7423.84,145.15999999999985,145.15999999999985,1.955322312980881
2023,11,5,2,6273.0,6440.1,-167.10000000000036,167.10000000000036,2.594680206829092
2023,11,5,5,6204.0,6359.62,-155.6199999999999,155.6199999999999,2.447001550407098
2023,11,5,8,7125.0,7213.98,-88.97999999999956,88.97999999999956,1.2334384070928885
2023,11,5,11,8403.0,8564.49,-161.48999999999978,161.48999999999978,1.885576374074811
2023,11,5,14,8587.0,8628.96,-41.95999999999913,41.95999999999913,0.48626949249966545
2023,11,5,17,8530.0,8599.47,-69.46999999999935,69.46999999999935,0.8078404831925613
2023,11,5,20,7793.0,7718.33,74.67000000000007,74.67000000000007,0.9674372565049704
2023,11,5,23,6977.0,6931.95,45.05000000000018,45.05000000000018,0.6498892807940072
2023,11,6,2,6047.0,6017.67,29.329999999999927,29.329999999999927,0.48739794638123934
2023,11,6,5,6001.0,6188.97,-187.97000000000025,187.97000000000025,3.0371774301701295
2023,11,6,8,6460.0,6407.53,52.470000000000255,52.470000000000255,0.8188802861633151
2023,11,6,11,7387.0,7336.45,50.55000000000018,50.55000000000018,0.6890253460461148
2023,11,6,14,7890.0,7383.24,506.7600000000002,506.7600000000002,6.863653355437453
2023,11,6,17,8025.0,7989.16,35.840000000000146,35.840000000000146,0.4486078636552547
2023,11,6,20,8114.0,7932.25,181.75,181.75,2.291279271329068
2023,11,6,23,7199.0,6999.27,199.72999999999956,199.72999999999956,2.8535833022586576
2023,11,0,2,6026.0,6088.16,-62.159999999999854,62.159999999999854,1.0209981340832017
2023,11,0,5,5999.0,6268.87,-269.8699999999999,269.8699999999999,4.304922577753246
2023,11,0,8,7587.0,7699.37,-112.36999999999989,112.36999999999989,1.4594700605374191
2023,11,0,11,8803.0,9210.74,-407.7399999999998,407.7399999999998,4.4267887270729585
2023,11,0,14,9522.0,9344.93,177.0699999999997,177.0699999999997,1.8948242522950915
2023,11,0,17,9210.0,8974.53,235.46999999999935,235.46999999999935,2.6237585700866712
2023,11,0,20,8619.0,8650.73,-31.729999999999563,31.729999999999563,0.3667898547290179
2023,11,0,23,7462.0,7317.21,144.78999999999996,144.78999999999996,1.9787596638609521
2023,11,1,2,6093.0,6348.85,-255.85000000000036,255.85000000000036,4.0298636760988265
2023,11,1,5,6124.0,6380.76,-256.7600000000002,256.7600000000002,4.023972066023487
2023,11,1,8,7775.0,7888.51,-113.51000000000022,113.51000000000022,1.4389282640194436
2023,11,1,11,8942.0,8837.09,104.90999999999985,104.90999999999985,1.1871555002834628
2023,11,1,14,9656.0,9402.73,253.27000000000044,253.27000000000044,2.693579417892468
2023,11,1,17,9035.0,9216.44,-181.4400000000005,181.4400000000005,1.9686560103467339
2023,11,1,20,8484.0,8850.3,-366.2999999999993,366.2999999999993,4.138842751093176
2023,11,1,23,7519.0,7659.11,-140.10999999999967,140.10999999999967,1.8293248171132113
2023,11,2,2,6144.0,6455.64,-311.6400000000003,311.6400000000003,4.827406732717442
2023,11,2,5,6178.0,6656.1,-478.10000000000036,478.10000000000036,7.182884872522955
2023,11,2,8,7678.0,8184.77,-506.77000000000044,506.77000000000044,6.191621756017584
2023,11,2,11,8596.0,9240.86,-644.8600000000006,644.8600000000006,6.978354828446709
2023,11,2,14,9060.0,9145.65,-85.64999999999964,85.64999999999964,0.9365108002164925
2023,11,2,17,9035.0,8853.41,181.59000000000015,181.59000000000015,2.051074105909476
2023,11,2,20,8679.0,8365.48,313.52000000000044,313.52000000000044,3.7477825540196195
2023,11,2,23,7309.0,7059.64,249.35999999999967,249.35999999999967,3.5321914431897325
2023,11,3,2,6298.0,6079.95,218.05000000000018,218.05000000000018,3.58637817745212
2023,11,3,5,6328.0,6194.64,133.35999999999967,133.35999999999967,2.1528288972401897
2023,11,3,8,7863.0,7483.63,379.3699999999999,379.3699999999999,5.069331327176783
2023,11,3,11,8616.0,8180.89,435.1099999999997,435.1099999999997,5.31861447837582
2023,11,3,14,9076.0,8608.63,467.3700000000008,467.3700000000008,5.429086858187666
2023,11,3,17,9171.0,8692.98,478.02000000000044,478.02000000000044,5.498919818060095
2023,11,3,20,8809.0,8275.44,533.5599999999995,533.5599999999995,6.447512156453305
2023,11,3,23,7609.0,7048.86,560.1400000000003,560.1400000000003,7.946533198276039
2023,11,4,2,5868.0,5937.63,-69.63000000000011,69.63000000000011,1.1726901137322485
2023,11,4,5,5933.0,6137.94,-204.9399999999996,204.9399999999996,3.3389052353069535
2023,11,4,8,7362.0,7675.1,-313.10000000000036,313.10000000000036,4.079425675235506
2023,11,4,11,8077.0,8429.03,-352.03000000000065,352.03000000000065,4.1763998941752565
2023,11,4,14,8643.0,9155.35,-512.3500000000004,512.3500000000004,5.59618146766645
2023,11,4,17,8799.0,8736.13,62.8700000000008,62.8700000000008,0.7196550417633529
2023,11,4,20,8414.0,8337.26,76.73999999999978,76.73999999999978,0.9204462857101707
2023,11,4,23,7139.0,7134.16,4.8400000000001455,4.8400000000001455,0.06784260515604004
2023,11,5,2,5866.0,5962.99,-96.98999999999978,96.98999999999978,1.6265329977075225
2023,11,5,5,5835.0,5958.06,-123.0600000000004,123.0600000000004,2.0654374074782798
2023,11,5,8,6866.0,7167.77,-301.77000000000044,301.77000000000044,4.2100960270767676
2023,11,5,11,7690.0,8553.88,-863.8799999999992,863.8799999999992,10.099276585596236
2023,11,5,14,7880.0,8706.07,-826.0699999999997,826.0699999999997,9.488437377599764
2023,11,5,17,8096.0,8354.94,-258.9400000000005,258.9400000000005,3.099244279432294
2023,11,5,20,7559.0,7525.68,33.31999999999971,33.31999999999971,0.44275068830988973
2023,11,5,23,6694.0,6699.39,-5.390000000000327,5.390000000000327,0.08045508620934634
2023,11,6,2,5699.0,5807.42,-108.42000000000007,108.42000000000007,1.8669219722355208
2023,11,6,5,5666.0,5916.59,-250.59000000000015,250.59000000000015,4.235378824627026
2023,11,6,8,5909.0,6352.01,-443.0100000000002,443.0100000000002,6.974327811196774
2023,11,6,11,6620.0,7396.72,-776.7200000000003,776.7200000000003,10.500870656182745
2023,11,6,14,6946.0,7466.52,-520.5200000000004,520.5200000000004,6.971386937957716
2023,11,6,17,7522.0,7717.99,-195.98999999999978,195.98999999999978,2.539391732821626
2023,11,6,20,7812.0,7904.02,-92.02000000000044,92.02000000000044,1.1642177018782902
2023,11,6,23,6815.0,6942.01,-127.01000000000022,127.01000000000022,1.8295853794506232
2023,11,0,2,5657.0,5880.07,-223.0699999999997,223.0699999999997,3.793662320346522
2023,11,0,5,5840.0,6059.58,-219.57999999999993,219.57999999999993,3.6236834896147907
2023,11,0,8,7704.0,7842.61,-138.60999999999967,138.60999999999967,1.7673963132171517
2023,11,0,11,8522.0,8835.7,-313.7000000000007,313.7000000000007,3.550369523637071
2023,11,0,14,8906.0,8786.72,119.28000000000065,119.28000000000065,1.3575031411038552
2023,11,0,17,9207.0,9016.24,190.76000000000022,190.76000000000022,2.1157378241927924
2023,11,0,20,8989.0,8747.45,241.54999999999927,241.54999999999927,2.7613761724845443
2023,11,0,23,7682.0,7115.63,566.3699999999999,566.3699999999999,7.95952009871227
2023,11,1,2,6008.0,5840.91,167.09000000000015,167.09000000000015,2.860684379660021
2023,11,1,5,6053.0,6112.72,-59.720000000000255,59.720000000000255,0.9769791516706188
2023,11,1,8,7809.0,7799.26,9.739999999999782,9.739999999999782,0.1248836428071353
2023,11,1,11,8421.0,8241.24,179.76000000000022,179.76000000000022,2.181225155437777
2023,11,1,14,8720.0,8400.32,319.6800000000003,319.6800000000003,3.8055693116452747
2023,11,1,17,9291.0,9112.79,178.20999999999913,178.20999999999913,1.9556030589972895
2023,11,1,20,9304.0,8989.65,314.35000000000036,314.35000000000036,3.4967990967390317
2023,11,1,23,7648.0,7386.66,261.34000000000015,261.34000000000015,3.537999583032117
2023,11,2,2,5838.0,5943.26,-105.26000000000022,105.26000000000022,1.7710818641620965
2023,11,2,5,5913.0,5862.66,50.340000000000146,50.340000000000146,0.8586546038828815
2023,11,2,8,7481.0,7369.52,111.47999999999956,111.47999999999956,1.512717246170708
2023,11,2,11,7920.0,8259.73,-339.72999999999956,339.72999999999956,4.11308844235828
2023,11,2,14,8221.0,8244.9,-23.899999999999636,23.899999999999636,0.28987616587223175
2023,11,2,17,9181.0,8648.67,532.3299999999999,532.3299999999999,6.1550504297192505
2023,11,2,20,9108.0,8690.34,417.65999999999985,417.65999999999985,4.806026001284183
2023,11,2,23,7418.0,7292.64,125.35999999999967,125.35999999999967,1.718993396081524
2023,11,3,5,5882.0,6098.98,-216.97999999999956,216.97999999999956,3.5576440650731693
2023,11,3,8,7391.0,7499.93,-108.93000000000029,108.93000000000029,1.4524135558598585
2023,11,3,11,7595.0,7933.84,-338.84000000000015,338.84000000000015,4.270819678743208
2023,11,3,14,7973.0,8179.28,-206.27999999999975,206.27999999999975,2.5219823749767674
2023,11,3,17,9059.0,8973.51,85.48999999999978,85.48999999999978,0.9526929818989424
2023,11,3,20,9082.0,8920.45,161.54999999999927,161.54999999999927,1.8110072922330067
2023,11,3,23,7420.0,7396.59,23.409999999999854,23.409999999999854,0.3164971966811714
2023,11,4,2,5709.0,6126.52,-417.52000000000044,417.52000000000044,6.814961838041832
2023,11,4,5,5845.0,6225.22,-380.22000000000025,380.22000000000025,6.107735951500513
2023,11,4,8,7360.0,7382.31,-22.3100000000004,22.3100000000004,0.3022089291834182
2023,11,4,11,7515.0,8204.07,-689.0699999999997,689.0699999999997,8.399123849503964
2023,11,4,14,7901.0,8474.22,-573.2199999999993,573.2199999999993,6.7642803703467616
2023,11,4,17,8908.0,8762.0,146.0,146.0,1.666286236019174
2023,11,4,20,9013.0,8606.08,406.9200000000001,406.9200000000001,4.728285119357478
2023,11,4,23,7421.0,7314.91,106.09000000000015,106.09000000000015,1.450325431208315
2023,11,5,2,5888.0,5949.68,-61.68000000000029,61.68000000000029,1.0366944104556932
2023,11,5,5,5826.0,6090.07,-264.0699999999997,264.0699999999997,4.33607495480347
2023,11,5,8,6998.0,7011.1,-13.100000000000364,13.100000000000364,0.18684657186461986
2023,11,5,11,8046.0,7853.5,192.5,192.5,2.451136435983956
2023,11,5,14,8285.0,7838.96,446.03999999999996,446.03999999999996,5.6900405155785965
2023,11,5,17,8255.0,8170.14,84.85999999999967,84.85999999999967,1.0386602922348904
2023,11,5,20,7619.0,7488.65,130.35000000000036,130.35000000000036,1.74063415969501
2023,11,5,23,6719.0,6637.27,81.72999999999956,81.72999999999956,1.2313797690918038
2023,11,6,2,5670.0,5697.31,-27.3100000000004,27.3100000000004,0.47934902611935104
2023,11,6,5,5716.0,5619.39,96.60999999999967,96.60999999999967,1.7192257522613603
2023,11,6,8,6173.0,6409.82,-236.8199999999997,236.8199999999997,3.6946435313316086
2023,11,6,11,6946.0,7130.13,-184.1300000000001,184.1300000000001,2.5824213583763562
2023,11,6,14,7285.0,7151.61,133.39000000000033,133.39000000000033,1.865174415271531
2023,11,6,17,7786.0,7914.65,-128.64999999999964,128.64999999999964,1.625466697832496
2023,11,6,20,8027.0,8227.38,-200.3799999999992,200.3799999999992,2.4355262550167756
2023,11,6,23,6900.0,7096.91,-196.90999999999985,196.90999999999985,2.774587813569566
2023,11,0,2,5689.0,5960.74,-271.7399999999998,271.7399999999998,4.558829943933132
2023,11,0,5,5829.0,6047.42,-218.42000000000007,218.42000000000007,3.611788167516066
2023,11,0,8,7646.0,7256.54,389.46000000000004,389.46000000000004,5.3670206462032874
2023,11,0,11,8161.0,8036.31,124.6899999999996,124.6899999999996,1.5515827537762927
2023,11,0,14,8402.0,8117.76,284.2399999999998,284.2399999999998,3.5014585304320374
2023,11,0,17,9111.0,8790.01,320.9899999999998,320.9899999999998,3.6517592130156826
2023,11,0,20,8978.0,8786.18,191.8199999999997,191.8199999999997,2.183201345749799
2023,11,0,23,7377.0,7302.87,74.13000000000011,74.13000000000011,1.0150803725110826
2023,11,1,2,5887.0,5755.53,131.47000000000025,131.47000000000025,2.2842379415970426
2023,11,1,5,5991.0,6198.99,-207.98999999999978,207.98999999999978,3.355223996167114
2023,11,1,8,7951.0,7981.54,-30.539999999999964,30.539999999999964,0.38263292547553435
2023,11,1,11,8466.0,8696.36,-230.36000000000058,230.36000000000058,2.6489243775556734
2023,11,1,14,8807.0,9061.78,-254.78000000000065,254.78000000000065,2.8115888931313786
2023,11,1,17,9617.0,9588.01,28.98999999999978,28.98999999999978,0.30235679770880275
2023,11,1,20,9472.0,9440.17,31.829999999999927,31.829999999999927,0.33717613136204033
2023,11,1,23,7766.0,7575.66,190.34000000000015,190.34000000000015,2.512520361262255
2023,11,2,2,6064.0,6156.86,-92.85999999999967,92.85999999999967,1.5082363412518667
2023,11,2,5,6213.0,6306.85,-93.85000000000036,93.85000000000036,1.4880645647193187
2023,11,2,8,7954.0,8063.96,-109.96000000000004,109.96000000000004,1.3635980337204059
2023,11,2,11,8311.0,8652.66,-341.65999999999985,341.65999999999985,3.948612334241723
2023,11,2,14,8650.0,8955.74,-305.7399999999998,305.7399999999998,3.4138999122350557
2023,11,2,17,9347.0,9417.46,-70.45999999999913,70.45999999999913,0.7481847547003028
2023,11,2,20,9409.0,9561.44,-152.4400000000005,152.4400000000005,1.5943205207583848
2023,11,2,23,7789.0,7833.78,-44.779999999999745,44.779999999999745,0.5716269795679703
2023,11,3,2,5994.0,6239.41,-245.40999999999985,245.40999999999985,3.9332244555174265
2023,11,3,5,6165.0,6419.51,-254.51000000000022,254.51000000000022,3.964632814654081
2023,11,3,8,8135.0,7878.15,256.85000000000036,256.85000000000036,3.260283188311982
2023,11,3,11,8195.0,8082.87,112.13000000000011,112.13000000000011,1.3872547746035766
2023,11,3,17,9270.0,9108.81,161.1900000000005,161.1900000000005,1.769605469869286
2023,11,3,20,9405.0,9282.57,122.43000000000029,122.43000000000029,1.318923530875612
2023,11,3,23,7788.0,7781.22,6.779999999999745,6.779999999999745,0.08713286605442007
2023,11,4,2,5992.0,6296.61,-304.6099999999997,304.6099999999997,4.837682498995486
2023,11,4,8,7885.0,7708.15,176.85000000000036,176.85000000000036,2.2943248379961516
2023,11,4,11,7809.0,8124.01,-315.0100000000002,315.0100000000002,3.8775186145758096
2023,11,4,14,8175.0,8519.67,-344.6700000000001,344.6700000000001,4.045579230181452
2023,11,4,17,9238.0,8948.39,289.6100000000006,289.6100000000006,3.236448120835151
2023,11,4,20,9383.0,9032.5,350.5,350.5,3.880431774148907
2023,11,4,23,7742.0,7695.31,46.6899999999996,46.6899999999996,0.6067331920351434
2023,12,5,5,6123.0,6151.81,-28.8100000000004,28.8100000000004,0.4683174545377766
2023,12,5,11,7575.0,5277.38,2297.62,2297.62,43.53713395662241
2023,12,5,14,7736.0,5969.99,1766.0100000000002,1766.0100000000002,29.58145658535442
2023,12,5,17,8451.0,8216.05,234.95000000000073,234.95000000000073,2.8596466671940988
2023,12,5,20,7865.0,7522.1,342.89999999999964,342.89999999999964,4.558567421331803
2023,12,5,23,7089.0,6832.6,256.39999999999964,256.39999999999964,3.7525978397681645
2023,12,6,2,5810.0,5727.52,82.47999999999956,82.47999999999956,1.4400648099002633
2023,12,6,5,5800.0,5686.28,113.72000000000025,113.72000000000025,1.9999015173364707
2023,12,6,8,6339.0,6191.74,147.26000000000022,147.26000000000022,2.3783298394312458
2023,12,6,11,6724.0,6906.03,-182.02999999999975,182.02999999999975,2.6358124711302984
2023,12,6,14,6760.0,7079.06,-319.0600000000004,319.0600000000004,4.507095574836213
2023,12,6,17,7779.0,7577.41,201.59000000000015,201.59000000000015,2.6604077118698886
2023,12,6,20,8367.0,8082.03,284.97000000000025,284.97000000000025,3.5259705791737996
2023,12,6,23,7361.0,7119.02,241.97999999999956,241.97999999999956,3.3990633542257154
2023,12,0,2,5787.0,5878.87,-91.86999999999989,91.86999999999989,1.5627152837194884
2023,12,0,5,5987.0,5971.68,15.319999999999709,15.319999999999709,0.25654422206145855
2023,12,0,8,7718.0,7294.32,423.6800000000003,423.6800000000003,5.808354994022751
2023,12,0,11,7821.0,7938.64,-117.64000000000033,117.64000000000033,1.4818659115415276
2023,12,0,14,8151.0,8251.19,-100.19000000000051,100.19000000000051,1.2142490961909798
2023,12,0,17,9128.0,8663.92,464.0799999999999,464.0799999999999,5.356466818714853
2023,12,0,20,9322.0,8583.61,738.3899999999994,738.3899999999994,8.602324662933187
2023,12,0,23,7656.0,7160.69,495.3100000000004,495.3100000000004,6.917070840938519
2023,12,1,2,5761.0,5975.14,-214.14000000000033,214.14000000000033,3.5838490813604422
2023,12,1,5,5849.0,6048.7,-199.69999999999982,199.69999999999982,3.3015358672111335
2023,12,1,8,7431.0,7194.4,236.60000000000036,236.60000000000036,3.2886689647503666
2023,12,1,11,7570.0,7949.75,-379.75,379.75,4.776879776093588
2023,12,1,14,8001.0,8256.05,-255.04999999999927,255.04999999999927,3.0892497017338716
2023,12,1,17,8887.0,8608.89,278.1100000000006,278.1100000000006,3.2304977761360707
2023,12,1,20,9058.0,8469.4,588.6000000000004,588.6000000000004,6.949724891964017
2023,12,1,23,7638.0,7120.04,517.96,517.96,7.2746782321447645
2023,12,2,2,5753.0,5979.26,-226.26000000000022,226.26000000000022,3.7840803042517
2023,12,2,5,5868.0,6100.08,-232.07999999999993,232.07999999999993,3.8045402683243488
2023,12,2,8,7582.0,7360.86,221.14000000000033,221.14000000000033,3.0042685229715054
2023,12,2,11,8215.0,8083.53,131.47000000000025,131.47000000000025,1.6263934197064929
2023,12,2,14,8550.0,8468.24,81.76000000000022,81.76000000000022,0.9654898774715907
2023,12,2,17,9047.0,9112.29,-65.29000000000087,65.29000000000087,0.716504852238031
2023,12,2,20,9249.0,8868.38,380.6200000000008,380.6200000000008,4.2918774342100905
2023,12,3,2,5863.0,6056.33,-193.32999999999993,193.32999999999993,3.192197254773104
2023,12,3,5,6020.0,5966.37,53.63000000000011,53.63000000000011,0.8988715081364399
2023,12,3,8,7689.0,7317.34,371.65999999999985,371.65999999999985,5.079168113002811
2023,12,3,11,8049.0,8518.92,-469.9200000000001,469.9200000000001,5.516192193376626
2023,12,3,14,8377.0,8726.35,-349.35000000000036,349.35000000000036,4.00339202530268
2023,12,3,17,9367.0,9035.29,331.7099999999991,331.7099999999991,3.6712712043553566
2023,12,3,20,9444.0,8920.67,523.3299999999999,523.3299999999999,5.866487606872577
2023,12,3,23,7817.0,7384.53,432.47000000000025,432.47000000000025,5.856432298331787
2023,12,4,2,5978.0,6178.25,-200.25,200.25,3.2412090802411684
